z,n,bindingEnergy(keV),xx,yy,zz
40,61,8485.8439,61,40,0.035102581364117924
41,61,8504.8675,61,41,0.032939470334799714
42,61,8538.2672,61,42,0.029141700225781775
43,61,8541.107,61,43,0.028818795901623506
44,61,8561.9016,61,44,0.026454310283220206
45,61,8553.9317,61,45,0.02736054141678923
46,61,8560.8946,61,46,0.026568812943417175
47,61,8542.0262,61,47,0.028714276690845808
48,61,8538.7646,61,48,0.029085142506633743
49,61,8508.9087,61,49,0.032479958765397554
50,61,8493.131,61,50,0.034273989174325115
51,61,8443.633,61,51,0.039902244064523806
52,61,8404.6366,61,52,0.04433639653533372
53,61,8344.779,61,53,0.05114260749164634
54,61,8300.9704,61,54,0.0561239394077393
55,61,8235.0,61,55,0.06362521676052879
56,61,8187.9546,61,56,0.06897459456592214
57,61,8114.0,61,57,0.07738372905827928
58,61,8058.0,61,58,0.0837513049977342
35,62,8140.0,62,35,0.07442735451496107
36,62,8234.0,62,36,0.06373892347373333
37,62,8295.301,62,37,0.05676858824758124
38,62,8372.2012,62,38,0.04802451926080864
39,62,8413.3305,62,39,0.04334784174140471
40,62,8466.294,62,40,0.03732553623659551
41,62,8488.332,62,41,0.03481966769099365
42,62,8527.9063,62,42,0.03031980411062274
43,62,8534.6074,62,43,0.02955784405476769
44,62,8560.9406,62,44,0.026563582434609767
45,62,8554.104,62,45,0.027340949750104038
46,62,8567.0241,62,46,0.02587184764482975
47,62,8547.9155,62,47,0.02804462374477046
48,62,8551.2755,62,48,0.02766256918840304
49,62,8522.2824,62,49,0.030959279295013853
50,62,8513.6189,62,50,0.03194437740486156
51,62,8465.2762,62,51,0.03744126692929506
52,62,8432.7885,62,52,0.041135336515870535
53,62,8374.5651,62,53,0.047755727961464434
54,62,8336.8365,62,54,0.05204572306127364
55,62,8271.8652,62,55,0.05943339603690034
56,62,8227.0,62,56,0.06453487046616513
57,62,8159.0,62,57,0.07226692696407455
58,62,8108.0,62,58,0.07806596933750665
59,62,8033.0,62,59,0.08659397282784786
35,63,8078.0,63,35,0.08147717073364313
36,63,8175.0,63,36,0.07044761955280177
37,63,8244.5085,63,37,0.06254403647802331
38,63,8324.7411,63,38,0.05342105124016794
39,63,8371.9172,63,39,0.04805681196735878
40,63,8425.8337,63,40,0.041926143964865714
41,63,8453.3832,63,41,0.03879358086943685
42,63,8494.863,63,42,0.03407704914705478
43,63,8506.557,63,43,0.03274736284284063
44,63,8533.3676,63,44,0.029698817637798802
45,63,8532.6657,63,45,0.029778628379797167
46,63,8544.8825,63,46,0.028389496205919795
47,63,8532.1089,63,47,0.029841940277709478
48,63,8537.0801,63,48,0.029276681465027043
49,63,8514.6674,63,49,0.031825155916066494
50,63,8506.8117,63,50,0.03271840174298746
51,63,8462.5191,63,51,0.037754767708271464
52,63,8431.1504,63,52,0.04132159948277092
53,63,8381.2858,63,53,0.046991539254030656
54,63,8344.2976,63,54,0.051197345903383096
55,63,8286.4053,63,55,0.057780089056234885
56,63,8245.9287,63,56,0.06238255020393013
57,63,8179.0,63,57,0.0699927926999836
58,63,8132.0,63,58,0.07533700822059741
59,63,8060.0,63,59,0.083523891571325
36,64,8134.0,64,36,0.07510959479418833
37,64,8206.1753,64,37,0.06690277865663585
38,64,8291.2213,64,38,0.057232477525441916
39,64,8342.6336,64,39,0.05138655387415558
40,64,8402.3159,64,40,0.044600275704667625
41,64,8431.6925,64,41,0.04125995907354285
42,64,8479.5202,64,42,0.03582162850640935
43,64,8492.8979,64,43,0.03430049420917303
44,64,8527.2267,64,44,0.030397079192916676
45,64,8528.1404,64,45,0.03029318536906156
46,64,8547.163,64,46,0.028130188046456728
47,64,8534.7878,64,47,0.029537331363705732
48,64,8544.7306,64,48,0.028406768255655357
49,64,8522.9297,64,49,0.03088567693955646
50,64,8522.5671,64,50,0.030926906993764547
51,64,8480.9156,64,51,0.035662962158803824
52,64,8455.6435,64,52,0.038536569585580605
53,64,8404.4307,64,53,0.044359808747582496
54,64,8374.9819,64,54,0.04770833500340066
55,64,8317.3347,64,55,0.054263208640846106
56,64,8280.2949,64,56,0.05847488255659994
57,64,8217.0,64,57,0.06567193759821066
58,64,8174.0,64,58,0.07056132626600631
59,64,8104.0,64,59,0.07852079619032482
60,64,8054.0,64,60,0.08420613185055237
36,65,8075.0,65,36,0.08181829087325676
37,65,8152.7443,65,37,0.07297824204986825
38,65,8242.0,65,38,0.06282926976809688
39,65,8298.0,65,39,0.05646169382864208
40,65,8358.598,65,40,0.0495712944218728
41,65,8393.2657,65,41,0.045629344200511346
42,65,8442.219,65,42,0.04006302535699513
43,65,8462.8172,65,43,0.037720871737065176
44,65,8496.228,65,44,0.03392183948353056
45,65,8504.2551,65,45,0.033009104325966265
46,65,8521.7498,65,46,0.031019839490466716
47,65,8516.0807,65,47,0.03166445421829445
48,65,8526.9874,65,48,0.030424289209386446
49,65,8511.9742,65,49,0.032131390836068974
50,65,8514.0702,65,50,0.03189306156519223
51,65,8475.8208,65,51,0.036242275121238454
52,65,8450.9203,65,52,0.0390736291333883
53,65,8406.1203,65,53,0.04416768988495212
54,65,8378.442,65,54,0.04731489840504177
55,65,8328.4811,65,55,0.05299578813278283
56,65,8293.9083,65,56,0.056926947587061294
57,65,8235.0,65,57,0.06362521676052879
58,65,8193.0,65,58,0.0684008987151199
59,65,8128.0,65,59,0.07579183507341558
60,65,8080.0,65,60,0.08124975730723405
61,65,8008.0,65,61,0.08943664065796164
37,66,8112.0,66,37,0.07761114248468848
38,66,8206.0,66,38,0.06692271144346074
39,66,8262.0,66,39,0.06055513550400593
40,66,8330.0,66,40,0.05282307900609651
41,66,8367.0898,66,41,0.04860571975468242
42,66,8422.1581,66,42,0.04234408435992021
43,66,8444.1796,66,43,0.03984009197508631
44,66,8486.3123,66,44,0.03504932113965287
45,66,8495.6267,66,45,0.03399021133018032
46,66,8520.7205,66,46,0.031136877810368113
47,66,8516.066,66,47,0.031666125706978576
48,66,8531.5135,66,48,0.029909641254751484
49,66,8516.5472,66,49,0.03161141003658452
50,66,8523.1166,66,50,0.030864425154858655
51,66,8487.8981,66,51,0.03486900503385304
52,66,8469.697,66,52,0.03693859229156038
53,66,8426.8924,66,53,0.041805762667595836
54,66,8404.0322,66,54,0.04440512087279458
55,66,8352.9152,66,55,0.05021746693167162
56,66,8323.7567,66,56,0.05353298412864649
57,66,8267.0,66,57,0.05998660193798311
58,66,8229.0,66,58,0.06430745703975604
59,66,8167.0,66,59,0.07135727325843821
60,66,8122.0,66,60,0.07647407535264295
61,66,8052.0,66,61,0.08443354527696145
62,66,7998.0,66,62,0.09057370779000717
37,67,8057.0,67,37,0.08386501171093874
38,67,8152.0,67,38,0.07306287395650646
39,67,8215.0,67,39,0.06589935102461975
40,67,8284.0,67,40,0.05805358781350578
41,67,8325.6604,67,41,0.053316520658718836
42,67,8381.4163,67,42,0.04697670052795733
43,67,8411.2603,67,43,0.043583237379080764
44,67,8452.9582,67,44,0.038841906222548905
45,67,8468.8666,67,45,0.03703301434620554
46,67,8492.5795,67,46,0.03433669842665732
47,67,8493.7786,67,47,0.03420035270685373
48,67,8510.7252,67,48,0.03227341052086141
49,67,8501.6177,67,49,0.03330899441137192
50,67,8509.612,67,50,0.03239998883400086
51,67,8478.9156,67,51,0.03589037558521291
52,67,8462.0785,67,52,0.03780486688610929
53,67,8423.6745,67,53,0.04217165950001689
54,67,8403.8326,67,54,0.0444278167327502
55,67,8359.1515,67,55,0.04950835775611406
56,67,8330.2086,67,56,0.05279935978572203
57,67,8278.2926,67,57,0.05870255750844933
58,67,8242.0,67,58,0.06282926976809688
59,67,8184.0,67,59,0.06942425913396078
60,67,8142.0,67,60,0.07419994108855188
61,67,8075.0,67,61,0.08181829087325676
62,67,8023.0,67,62,0.0877310399598934
63,67,7950.0,67,63,0.09603163002382553
38,68,8114.0,68,38,0.07738372905827928
39,68,8178.0,68,39,0.07010649941318814
40,68,8253.0,68,40,0.06157849592284681
41,68,8297.1307,68,41,0.056560539074430816
42,68,8359.293,68,42,0.04949226825619568
43,68,8390.0906,68,43,0.04599037438560716
44,68,8439.2431,68,44,0.04040140516482049
45,68,8456.8165,68,45,0.038403191610991594
46,68,8488.0056,68,46,0.034856781562183525
47,68,8490.5553,68,47,0.03456686355552596
48,68,8512.3511,68,48,0.032088534775862265
49,68,8503.8653,68,49,0.03305342720277349
50,68,8516.5341,68,50,0.03161289959452751
51,68,8487.9218,68,51,0.03486631018475017
52,68,8476.9857,68,52,0.03610981817102654
53,68,8441.4111,68,53,0.04015488901059305
54,68,8424.6644,68,54,0.04205910122461565
55,68,8380.3796,68,55,0.047094580277536546
56,68,8355.8209,68,56,0.049887069335113
57,68,8304.6438,68,57,0.0557062491674537
58,68,8273.2581,68,58,0.059275013956077816
59,68,8216.0,68,59,0.0657856443114152
60,68,8177.0,68,60,0.07022020612639268
61,68,8114.0,68,61,0.07738372905827928
62,68,8065.0,68,62,0.0829553580053023
63,68,7996.0,68,63,0.09080112121641626
38,69,8057.0,69,38,0.08386501171093874
39,69,8129.0,69,39,0.07567812836021104
40,69,8204.0,69,40,0.06715012486986982
41,69,8255.2607,69,41,0.06132143915630528
42,69,8315.2932,69,42,0.05449534089585317
43,69,8353.6217,69,43,0.050137133138792644
44,69,8402.6857,69,44,0.044558226962124525
45,69,8426.6221,69,45,0.041836497592175004
46,69,8457.7342,69,46,0.03829884296028374
47,69,8465.9073,69,47,0.03736950662259164
48,69,8488.974,69,48,0.03474666798111625
49,69,8485.667,69,49,0.035122696081683835
50,69,8499.4494,69,50,0.03355554467761346
51,69,8475.63,69,51,0.036263970362117925
52,69,8466.8641,69,52,0.037260712039397514
53,69,8437.0139,69,53,0.040654880169896046
54,69,8420.9239,69,54,0.042484421185357335
55,69,8383.5114,69,55,0.046738473593122554
56,69,8358.1784,69,56,0.04961900575873335
57,69,8312.4268,69,57,0.05482126981858282
58,69,8280.7922,69,58,0.05841833620812342
59,69,8228.9141,69,59,0.0643172244464203
60,69,8191.0,69,60,0.06862831214152898
61,69,8131.0,69,61,0.07545071493380195
62,69,8085.0,69,62,0.08068122374121134
63,69,8018.0,69,63,0.08829957352591611
64,69,7966.0,69,64,0.09421232261255275
39,70,8089.0,70,39,0.08022639688839306
40,70,8171.0,70,40,0.07090244640561993
41,70,8223.0,70,41,0.06498969731898341
42,70,8291.0,70,42,0.057257640821073985
43,70,8329.4652,70,43,0.05288388935631827
44,70,8385.3351,70,44,0.0465311066602514
45,70,8410.6538,70,45,0.04365220050063934
46,70,8449.2755,70,46,0.03926065393526723
47,70,8459.4515,70,47,0.03810357442169776
48,70,8487.835,70,48,0.0348761799274564
49,70,8486.1387,70,49,0.03506906062506521
50,70,8504.488,70,50,0.03298262203246094
51,70,8482.0574,70,51,0.03553313183366691
52,70,8478.1315,70,52,0.03597953301903667
53,70,8449.1896,70,53,0.03927042134193148
54,70,8437.6138,70,54,0.040586667512644725
55,70,8399.8033,70,55,0.04488597519226534
56,70,8379.7187,70,56,0.04716972904429351
57,70,8333.5412,70,57,0.05242042079329656
58,70,8306.9259,70,58,0.05544675907724961
59,70,8254.3808,70,59,0.061421489693253895
60,70,8222.5136,70,60,0.06504500426428605
61,70,8163.0,70,61,0.07181210011125638
62,70,8122.0,70,62,0.07647407535264295
63,70,8056.0,70,63,0.08397871842414328
64,70,8008.0,70,64,0.08943664065796164
65,70,7939.0,70,65,0.0972824038690756
40,71,8118.0,71,40,0.07692890220546111
41,71,8178.0,71,41,0.07010649941318814
42,71,8246.0,71,42,0.062374442915278716
43,71,8290.2599,71,43,0.05734179515951676
44,71,8346.814,71,44,0.05091121433027512
45,71,8377.6123,71,45,0.047409240864987434
46,71,8416.9243,71,46,0.04293920255549011
47,71,8433.89,71,47,0.04101008857127586
48,71,8461.4381,71,48,0.03787768466524555
49,71,8466.2575,71,49,0.03732968653162749
50,71,8485.1964,71,50,0.03517620646091779
51,71,8468.3222,71,51,0.037094916280874024
52,71,8465.537,71,52,0.03741161221849132
53,71,8441.4807,71,53,0.04014697502335396
54,71,8430.939,71,54,0.04134563708194239
55,71,8399.2673,71,55,0.044946921990542954
56,71,8378.456,71,56,0.04731330651105681
57,71,8337.1904,71,57,0.052005482255470525
58,71,8310.9411,71,58,0.05499020388239073
59,71,8263.7565,71,59,0.06035540966226216
60,71,8230.3045,71,60,0.06415912663238066
61,71,8177.0,71,61,0.07022020612639268
62,71,8137.0,71,62,0.0747684746545747
63,71,8075.0,71,63,0.08181829087325676
64,71,8028.0,71,64,0.08716250639387069
65,71,7961.0,71,65,0.09478085617857557
40,72,8081.0,72,40,0.08113605059402951
41,72,8143.0,72,41,0.07408623437534734
42,72,8219.0,72,42,0.06544452417180158
43,72,8264.0,72,43,0.060327722077596846
44,72,8326.884,72,44,0.05317738912444181
45,72,8359.2766,72,45,0.049494133046292244
46,72,8405.2197,72,46,0.04427009415086425
47,72,8423.2126,72,47,0.04222418063084599
48,72,8458.024,72,48,0.03826589075479725
49,72,8463.8767,72,49,0.03760039947442484
50,72,8487.8968,72,50,0.03486915285258019
51,72,8472.3196,72,51,0.03664038506551004
52,72,8473.2705,72,52,0.03653226135192389
53,72,8450.2911,72,53,0.039145173397336586
54,72,8443.5375,72,54,0.03991310305563478
55,72,8411.5617,72,55,0.043548966175720905
56,72,8395.9878,72,56,0.045319823156497185
57,72,8356.0449,72,57,0.04986159903135523
58,72,8333.2164,72,58,0.05245735273374541
59,72,8286.1439,72,59,0.057809811991066606
60,72,8256.8104,72,60,0.06114522786285215
61,72,8204.2841,72,61,0.06711782079264828
62,72,8167.0,72,62,0.07135727325843821
63,72,8107.0,72,63,0.07817967605071119
64,72,8064.0,72,64,0.08306906471850684
65,72,7999.0,72,65,0.09046000107680263
66,72,7950.0,72,66,0.09603163002382553
40,73,8027.0,73,40,0.08727621310707523
41,73,8097.0,73,41,0.07931674318275672
42,73,8173.0,73,42,0.07067503297921085
43,73,8223.0,73,43,0.06498969731898341
44,73,8285.5625,73,44,0.05787592107412365
45,73,8322.8539,73,45,0.05363563854932751
46,73,8368.9594,73,46,0.04839313368367515
47,73,8395.3281,73,47,0.04539483547519818
48,73,8430.9972,73,48,0.04133901935123385
49,73,8442.1079,73,49,0.040075658172831985
50,73,8467.2313,73,50,0.03721895893430893
51,73,8456.1517,73,51,0.03847878383393
52,73,8458.0361,73,52,0.038264514903567415
53,73,8439.9379,73,53,0.04032240174048585
54,73,8434.1066,73,54,0.0409854596971958
55,73,8406.4953,73,55,0.04412504986750043
56,73,8391.0811,73,56,0.045877747886178044
57,73,8356.1919,73,57,0.04984488414451427
58,73,8333.3969,73,58,0.05243682867201194
59,73,8291.5377,73,59,0.057196500721383825
60,73,8262.232,73,60,0.06052875554654247
61,73,8213.4131,73,61,0.06607979220780413
62,73,8177.627,73,62,0.0701489120172134
63,73,8122.0,73,63,0.07647407535264295
64,73,8080.0,73,64,0.08124975730723405
65,73,8019.0,73,65,0.08818586681271157
66,73,7971.0,73,66,0.09364378904653003
67,73,7906.0,73,67,0.10103472540482583
41,74,8061.0,74,41,0.08341018485812046
42,74,8143.0,74,42,0.07408623437534734
43,74,8195.0,74,43,0.06817348528871081
44,74,8263.0,74,44,0.06044142879080139
45,74,8303.3953,74,45,0.05584821199888956
46,74,8357.0817,74,46,0.04974370791110472
47,74,8382.3306,74,47,0.04687273848007456
48,74,8424.2667,74,48,0.04210432238445705
49,74,8437.9362,74,49,0.040550008468307475
50,74,8467.3997,74,50,0.03719981072380529
51,74,8458.1612,74,51,0.03825029019374537
52,74,8463.2397,74,52,0.03767283065073612
53,74,8445.482,74,53,0.03969200035180864
54,74,8443.3008,74,54,0.039940017434650255
55,74,8416.0465,74,55,0.04303901430834112
56,74,8405.513,74,56,0.044236743971881154
57,74,8370.3676,74,57,0.04823301189014051
58,74,8352.3223,74,58,0.05028488364193062
59,74,8310.2588,74,59,0.055067785972810146
60,74,8285.5391,74,60,0.05787858181121264
61,74,8236.7933,74,61,0.06342130651173916
62,74,8205.9165,74,62,0.06693220595401339
63,74,8150.5738,74,63,0.0732250424708788
64,74,8112.0,74,64,0.07761114248468848
65,74,8052.0,74,65,0.08443354527696145
66,74,8008.0,74,66,0.08943664065796164
67,74,7943.0,74,67,0.09682757701625744
68,74,7893.0,74,68,0.10251291267648499
41,75,8012.0,75,41,0.08898181380514347
42,75,8096.0,75,42,0.07943044989596126
43,75,8153.0,75,43,0.07294916724330192
44,75,8220.0,75,44,0.06533081745859703
45,75,8266.0,75,45,0.06010030865118765
46,75,8320.8584,75,46,0.053862540295527284
47,75,8352.7591,75,47,0.050235216549602835
48,75,8395.3955,75,48,0.04538717164272821
49,75,8414.3243,75,49,0.04323484000982203
50,75,8445.5285,75,50,0.039686712989644546
51,75,8440.3136,75,51,0.040279682128335104
52,75,8446.109,75,52,0.03962070624262937
53,75,8432.8309,75,53,0.04113051535123058
54,75,8431.3904,75,54,0.041294309871601875
55,75,8408.7848,75,55,0.043864718347618736
56,75,8398.5511,75,56,0.04502835873853994
57,75,8367.7559,75,57,0.04852997971301676
58,75,8349.8301,75,58,0.05056826351257904
59,75,8312.8817,75,59,0.054769544634745926
60,75,8288.1536,75,60,0.057581295609539396
61,75,8243.7207,75,61,0.06263361462668582
62,75,8213.5527,75,62,0.06606391875064066
63,75,8161.6211,75,63,0.07196889029809406
64,75,8126.0,75,64,0.07601924849982478
65,75,8068.6732,75,65,0.08253769050635928
66,75,8027.0,75,66,0.08727621310707523
67,75,7965.0,75,67,0.09432602932575729
68,75,7917.0,75,68,0.09978395155957576
69,75,7850.0,75,69,0.10740230134428064
42,76,8067.0,76,42,0.08272794457889321
43,76,8126.0,76,43,0.07601924849982478
44,76,8199.0,76,44,0.06771865843589253
45,76,8245.2397,76,45,0.06246089412932809
46,76,8305.9755,76,46,0.05555482593747918
47,76,8337.9707,76,47,0.051916756907157025
48,76,8387.0179,76,48,0.04633976100327064
49,76,8407.9365,76,49,0.04396117575243008
50,76,8443.5227,76,50,0.039914785914990314
51,76,8439.811,76,51,0.040336831122391614
52,76,8448.7536,76,52,0.03931999746888859
53,76,8435.9908,76,53,0.0407712135081757
54,76,8437.7314,76,54,0.04057329560317169
55,76,8415.0317,76,55,0.04315440388090119
56,76,8409.3747,76,56,0.0437976427574992
57,76,8378.8415,76,57,0.04726947257311642
58,76,8365.7716,76,58,0.048755607944028556
59,76,8328.9284,76,59,0.052944927119966456
60,76,8308.5127,76,60,0.055266329264736735
61,76,8263.6516,76,61,0.06036733749647738
62,76,8237.9286,76,62,0.06329221528023798
63,76,8187.2187,76,63,0.06905827133616926
64,76,8154.9757,76,64,0.07272451689002368
65,76,8097.4761,76,65,0.07926260741660007
66,76,8061.0,76,66,0.08341018485812046
67,76,7999.0,76,67,0.09046000107680263
68,76,7956.0,76,68,0.09534938974459828
69,76,7889.0,76,69,0.10296773952930316
42,77,8019.0,77,42,0.08818586681271157
43,77,8083.0,77,43,0.08090863716762042
44,77,8156.0,77,44,0.07260804710368818
45,77,8208.0,77,45,0.06669529801705165
46,77,8270.0318,77,46,0.059641865924889514
47,77,8308.8958,77,47,0.05522276822290795
48,77,8357.6815,77,48,0.04967550662452469
49,77,8384.6067,77,49,0.046613930630149514
50,77,8420.5482,77,50,0.0425271407975083
51,77,8420.7724,77,51,0.042501647752407834
52,77,8430.4098,77,52,0.041405810674570276
53,77,8421.1011,77,53,0.04246427235577743
54,77,8423.7367,77,54,0.04216458694245562
55,77,8405.5878,77,55,0.04422823870973369
56,77,8400.2059,77,56,0.044840196869529
57,77,8374.4888,77,57,0.047764403783681963
58,77,8361.9861,77,58,0.049186044706864385
59,77,8330.0089,77,59,0.05282206701634884
60,77,8309.5892,77,60,0.055143923987971855
61,77,8268.3558,77,61,0.05983243837622054
62,77,8243.0786,77,62,0.0627066257072344
63,77,8197.733,77,63,0.06786272484152267
64,77,8164.609,77,64,0.07162914600971027
65,77,8111.508,77,65,0.07766708618758511
66,77,8075.0527,77,66,0.08181229852947092
67,77,8017.0977,77,67,0.08840217109324056
68,77,7975.0,77,68,0.09318896219371187
69,77,7914.0,77,69,0.10012507169918938
43,78,8054.0,78,43,0.08420613185055237
44,78,8132.0,78,44,0.07533700822059741
45,78,8185.0,78,45,0.06931055242075623
46,78,8252.0,78,46,0.06169220263605135
47,78,8293.3151,78,47,0.05699439840933407
48,78,8346.7393,78,48,0.050919708221751625
49,78,8374.8212,78,49,0.047726607672212706
50,78,8416.9749,78,50,0.04293344899580209
51,78,8418.0598,78,51,0.042810088582646344
52,78,8430.3251,78,52,0.04141544163317867
53,78,8422.2977,78,53,0.04232821090275696
54,78,8427.6229,78,54,0.0417226999136
55,78,8409.9786,78,55,0.04372897527339503
56,78,8408.1731,78,56,0.0439342727440859
57,78,8382.7972,78,57,0.04681968292769312
58,78,8373.7624,78,58,0.04784700034015377
59,78,8341.7074,78,59,0.0514918690319256
60,78,8325.4946,78,60,0.05333537323176829
61,78,8285.5473,78,61,0.057877649416164356
62,78,8263.8211,78,62,0.06034806420858918
63,78,8217.6853,78,63,0.06559401438765167
64,78,8190.2569,78,64,0.06871280760011123
65,78,8138.2176,78,65,0.07463002536057683
66,78,8105.5902,78,66,0.07833997977498697
67,78,8048.5792,78,67,0.08482251320149159
68,78,8010.5127,78,68,0.08915092979969252
69,78,7948.8178,78,69,0.09616605410017598
70,78,7906.0,78,70,0.10103472540482583
43,79,8011.0,79,43,0.08909552051834801
44,79,8089.0,79,44,0.08022639688839306
45,79,8148.0,79,45,0.07351770080932463
46,79,8215.0,79,46,0.06589935102461975
47,79,8261.0,79,47,0.06066884221721047
48,79,8316.8971,79,48,0.05431296669854435
49,79,8351.4361,79,49,0.05038565053117239
50,79,8392.8161,79,50,0.04568046673876813
51,79,8397.3641,79,51,0.045163328607113806
52,79,8411.2339,79,52,0.04358623923630944
53,79,8406.4628,79,53,0.044128745335679675
54,79,8412.6477,79,54,0.04342548068518082
55,79,8398.647,79,55,0.04501745426474357
56,79,8397.5345,79,56,0.045143952983183855
57,79,8376.0512,79,57,0.047586748414971125
58,79,8367.2497,79,58,0.04858753805124094
59,79,8339.2195,79,59,0.05177475996370717
60,79,8323.6642,79,60,0.05354350199961799
61,79,8289.0958,79,61,0.057474161144358105
62,79,8265.846,79,62,0.06011781948502126
63,79,8226.396,79,63,0.06460354932094059
64,79,8198.3188,79,64,0.06779611544892761
65,79,8151.2877,79,65,0.073143867248322
66,79,8116.8884,79,66,0.07705529858785931
67,79,8063.2426,79,67,0.08315518618308804
68,79,8026.476,79,68,0.08733579542479442
69,79,7968.5011,79,69,0.09392793075215677
70,79,7927.0,79,70,0.09864688442753022
71,79,7866.0,79,71,0.10558299393300785
44,80,8065.0,80,44,0.0829553580053023
45,80,8124.0,80,45,0.07624666192623386
46,80,8197.0,80,46,0.06794607186230162
47,80,8244.0,80,47,0.0626018563416878
48,80,8303.2367,80,48,0.05586624588360389
49,80,8338.759,80,49,0.05182712190513783
50,80,8386.817,80,50,0.046362604681953634
51,80,8392.5525,80,51,0.045710439828368865
52,80,8408.4859,80,52,0.04389870528419548
53,80,8405.0993,80,53,0.044283784439134055
54,80,8413.6994,80,54,0.04330589533490359
55,80,8401.3393,80,55,0.04471132168078318
56,80,8402.7566,80,56,0.04455016515615828
57,80,8381.8807,80,57,0.04692389513034523
58,80,8377.0408,80,58,0.04747422425158376
59,80,8349.5208,80,59,0.050603432998973075
60,80,8337.864,80,60,0.05192888941345597
61,80,8303.9405,80,61,0.0557862190988504
62,80,8285.9407,80,62,0.05783291719518979
63,80,8245.8177,80,63,0.062395171649095915
64,80,8221.9382,80,64,0.06511043110706394
65,80,8178.5397,80,65,0.07004513190007156
66,80,8146.1128,80,66,0.07373228811848431
67,80,8094.0381,80,67,0.07965353109659723
68,80,8059.6924,80,68,0.08355886775630683
69,80,8004.0,80,69,0.08989146751077981
70,80,7965.0,80,70,0.09432602932575729
71,80,7904.0,80,71,0.10126213883123492
44,81,8023.0,81,44,0.0877310399598934
45,81,8087.0,81,45,0.08045381031480214
46,81,8160.0,81,46,0.07215322025087001
47,81,8211.0,81,47,0.06635417787743791
48,81,8269.5311,81,48,0.05969879887619112
49,81,8314.176,81,49,0.054622374035845356
50,81,8362.5183,81,50,0.04912552999409703
51,81,8372.3452,81,51,0.048008145494107146
52,81,8389.0255,81,52,0.04611148340584137
53,81,8389.0722,81,53,0.046106173302334574
54,81,8398.4783,81,54,0.0450366365872612
55,81,8389.7723,81,55,0.046026567232420046
56,81,8391.8288,81,56,0.04579272937671508
57,81,8375.0835,81,57,0.04769678240133912
58,81,8370.4664,81,58,0.048221777666875965
59,81,8346.5163,81,59,0.05094506481879624
60,81,8335.5074,81,60,0.05219685065379365
61,81,8306.6587,81,61,0.0554771415110179
62,81,8288.1825,81,62,0.057578009485527715
63,81,8254.1744,81,63,0.06144495875885947
64,81,8228.9485,81,64,0.06431331293548603
65,81,8187.1474,81,65,0.06906637862482079
66,81,8156.768,81,66,0.0725207203479471
67,81,8108.9797,81,67,0.07795457087058011
68,81,8074.9558,81,68,0.08182331670998044
69,81,8021.0,81,69,0.08795845338630248
70,81,7983.7556,81,70,0.09219339169557805
71,81,7926.0,81,71,0.09876059114073477
72,81,7882.0,81,72,0.10376368652173495
45,82,8060.0,82,45,0.083523891571325
46,82,8137.0,82,46,0.0747684746545747
47,82,8188.0,82,47,0.0689694322811426
48,82,8252.5868,82,48,0.06162547953674302
49,82,8297.9544,82,49,0.0564668788547642
50,82,8354.8726,82,50,0.049994897411244965
51,82,8364.7302,82,51,0.04887402211515979
52,82,8383.6442,82,52,0.04672337334160892
53,82,8384.7609,82,53,0.04659639705497354
54,82,8396.1889,82,54,0.04529695673647194
55,82,8388.9581,82,55,0.04611914723831134
56,82,8393.4222,82,56,0.04561154909989473
57,82,8377.9987,82,57,0.047365304591005186
58,82,8376.3045,82,58,0.04755794650451639
59,82,8353.9852,82,59,0.05009580074854281
60,82,8346.031,82,60,0.05100024668671421
61,82,8317.7341,82,61,0.05421779417959216
62,82,8303.68,82,62,0.05581583969764026
63,82,8269.2744,82,63,0.059727987389470716
64,82,8249.5072,82,64,0.06197565073072775
65,82,8206.625,82,65,0.06685164474770788
66,82,8180.943,82,66,0.06977186055622708
67,82,8133.255,82,67,0.0751943062955257
68,82,8102.1962,82,68,0.07872590035960314
69,82,8050.0576,82,69,0.08465440919668998
70,82,8015.4371,82,70,0.08859099246118807
71,82,7959.0882,82,71,0.09499824067287999
72,82,7918.0,82,72,0.09967024484637121
73,82,7858.0,82,73,0.10649264763864419
45,83,8010.0,83,45,0.08920922723155256
46,83,8086.0,83,46,0.0805675170280068
47,83,8142.0,83,47,0.07419994108855188
48,83,8206.1204,83,48,0.06690902115519093
49,83,8253.7162,83,49,0.06149705917484971
50,83,8310.089,83,50,0.05508709337271234
51,83,8325.9398,83,51,0.053284751003049635
52,83,8345.7384,83,52,0.05103351727099792
53,83,8351.3242,83,53,0.050398374312380145
54,83,8364.2865,83,54,0.04892447378380871
55,83,8360.1437,83,55,0.049395537955272406
56,83,8367.0194,83,56,0.04861372470729208
57,83,8355.0201,83,57,0.04997812567104731
58,83,8355.3956,83,58,0.049935428800239046
59,83,8336.3032,83,59,0.05210636285142556
60,83,8330.4893,83,60,0.052767442311325574
61,83,8305.2969,83,61,0.05563198731305985
62,83,8293.0139,83,62,0.05702864687135134
63,83,8261.9327,83,63,0.06056278796580461
64,83,8243.3366,83,64,0.06267728937522765
65,83,8204.3207,83,65,0.06711365912694511
66,83,8179.0972,83,66,0.06998174040746008
67,83,8134.8423,83,67,0.07501381962965614
68,83,8104.8723,83,68,0.0784216098243965
69,83,8056.4387,83,69,0.08392883528906048
70,83,8022.0,83,70,0.08784474667309794
71,83,7968.0,83,71,0.09398490918614366
