z,n,bindingEnergy(keV),xx,yy,zz
84,138,7674.0054,138,84,0.1274140688520301
85,138,7668.0557,138,85,0.12809058968358322
86,138,7670.7514,138,86,0.12778407049679774
87,138,7662.9412,138,87,0.12867214266826787
88,138,7661.9636,138,88,0.1287833023510967
89,138,7650.7084,138,89,0.13006309414955652
90,138,7645.0807,138,90,0.1307030014194578
91,138,7629.8752,138,91,0.13243196884708952
92,138,7620.9227,138,92,0.13344992819705326
93,138,7602.1321,138,93,0.13558654556219474
94,138,7588.9839,138,94,0.13708158416875083
95,138,7567.0,138,95,0.1395813011811683
96,138,7550.6868,138,96,0.14143622153501678
97,138,7524.0,138,97,0.14447068984896394
83,139,7648.0,139,83,0.1303710574115997
84,139,7655.0,139,84,0.12957511041916792
85,139,7650.7354,139,85,0.13006002406830008
86,139,7654.3581,139,86,0.1296480987583739
87,139,7648.3768,139,87,0.1303282127220643
88,139,7648.3048,139,88,0.130336399605415
89,139,7639.1973,139,89,0.1313719834959255
90,139,7634.651,139,90,0.13188892832616728
91,139,7621.8958,139,91,0.13333928019443397
92,139,7613.3879,139,92,0.13430668553970704
93,139,7597.0,139,93,0.1361700997850318
94,139,7583.7968,139,94,0.13767139226081415
95,139,7564.0,139,95,0.13992242132078192
96,139,7547.0,139,96,0.14185543544525936
97,139,7523.0,139,97,0.14458439656216848
98,139,7503.3507,139,98,0.1468186538819387
83,140,7636.0,140,83,0.13173553797005433
84,140,7644.0,140,84,0.130825884264418
85,140,7641.0,140,85,0.13116700440403162
86,140,7646.4108,140,86,0.1305517601202245
87,140,7640.7162,140,87,0.13119927436923906
88,140,7642.4289,140,88,0.13100452888153358
89,140,7633.2446,140,89,0.1320488454476182
90,140,7630.9974,140,90,0.13230436717353145
91,140,7618.4267,140,91,0.13373374015321182
92,140,7611.8984,140,92,0.1344760516890251
93,140,7596.1816,140,93,0.13626315735911843
94,140,7584.6061,140,94,0.13757936941781768
95,140,7565.1582,140,95,0.13979072620554844
96,140,7550.309,140,96,0.14147917993126546
97,140,7527.0,140,97,0.1441295697093503
98,140,7509.0,140,98,0.14617629054703218
99,140,7481.0,140,99,0.1493600785167596
83,141,7616.0,141,83,0.1340096722341454
84,141,7626.0,141,84,0.13287260510209986
85,141,7624.0,141,85,0.13310001852850895
86,141,7630.0508,141,86,0.13241200194825087
87,141,7626.3689,141,87,0.13283065869559862
88,141,7628.4862,141,88,0.13258990747173072
89,141,7621.4604,141,89,0.1333887880973632
90,141,7620.1188,141,90,0.13354133702379845
91,141,7609.5072,141,91,0.13474794718163985
92,141,7603.9574,141,92,0.13537899669858244
93,141,7589.6382,141,93,0.137007185866301
94,141,7578.8799,141,94,0.1382304767989696
95,141,7561.0,141,95,0.14026354146039566
96,141,7546.6241,141,96,0.1418981777987529
97,141,7525.0,141,97,0.1443569831357594
98,141,7507.0,141,98,0.14640370397344138
99,141,7481.0,141,99,0.1493600785167596
100,141,7459.0,141,100,0.15186162620725974
84,142,7614.0,142,84,0.13423708566055448
85,142,7613.0,142,85,0.13435079237375902
86,142,7621.6457,142,86,0.13336771824340643
87,142,7618.338,142,87,0.13374382593867318
88,142,7621.9144,142,88,0.1333371652495684
89,142,7615.0768,142,89,0.13411464627177583
90,142,7615.0338,142,90,0.13411953566044355
91,142,7604.8675,142,91,0.135275512218895
92,142,7600.716,142,92,0.13574756563876367
93,142,7587.0571,142,93,0.13730067426375336
94,142,7577.9192,142,94,0.13833971483834517
95,142,7561.0,142,95,0.14026354146039566
96,142,7547.9966,142,96,0.14174211533487957
97,142,7527.0,142,97,0.1441295697093503
98,142,7510.24,142,98,0.1460352942226586
99,142,7485.0,142,99,0.14890525166394142
100,142,7465.0,142,100,0.15117938592803248
84,143,7596.0,143,84,0.13628380649823635
85,143,7596.0,143,85,0.13628380649823635
86,143,7605.6227,143,86,0.13518964090908292
87,143,7603.7052,143,87,0.13540767353165262
88,143,7607.8418,143,88,0.13493731434181067
89,143,7602.4245,143,89,0.13555329771925373
90,143,7602.8937,143,90,0.1354999465294182
91,143,7594.6837,143,91,0.13643347864482758
92,143,7590.9151,143,92,0.13686199376421015
93,143,7579.2148,143,93,0.13819239642071746
94,143,7570.7599,143,94,0.13915377531019057
95,143,7555.5853,143,95,0.14087922920038431
96,143,7543.0659,143,96,0.1423027690256774
97,143,7523.0,143,97,0.14458439656216848
98,143,7507.0,143,98,0.14640370397344138
99,143,7483.0,143,99,0.1491326650903505
100,143,7464.0,143,100,0.15129309264123703
101,143,7438.0,143,101,0.15424946718455534
85,144,7585.0,144,85,0.13753458034348642
86,144,7595.0,144,86,0.1363975132114409
87,144,7594.5009,144,87,0.13645426423200135
88,144,7600.0099,144,88,0.13582785394895747
89,144,7595.1939,144,89,0.13637546547975055
90,144,7596.8557,144,90,0.13618650766374718
91,144,7588.4139,144,91,0.13714639699527742
92,144,7586.4854,144,92,0.1373656803916924
93,144,7574.9895,144,93,0.13867284139602065
94,144,7568.3611,144,94,0.13942653497382562
95,144,7553.6891,144,95,0.14109483986996285
96,144,7542.8617,144,96,0.14232598793651363
97,144,7524.0,144,97,0.14447068984896394
98,144,7509.0991,144,98,0.14616502221175365
99,144,7486.0,144,99,0.14879154495073688
100,144,7468.0,144,100,0.15083826578841875
101,144,7441.0,144,101,0.1539083470449416
86,145,7579.0,145,86,0.13821682062271368
87,145,7579.3481,145,87,0.13817723931584724
88,145,7585.5644,145,88,0.1374704042745537
89,145,7582.1297,145,89,0.1378609527223974
90,145,7584.3862,145,90,0.13760437352405142
91,145,7577.5573,145,91,0.13838086529785387
92,145,7576.1026,145,92,0.1385462744535526
93,145,7566.222,145,93,0.1396697650040415
94,145,7560.3187,145,94,0.14034100984410192
95,145,7547.0136,145,95,0.14185388903395968
96,145,7536.8488,145,96,0.1430096950323414
97,145,7519.0,145,97,0.14503922341498676
98,145,7505.0,145,98,0.14663111739985046
99,145,7483.0,145,99,0.1491326650903505
100,145,7465.0,145,100,0.15117938592803248
101,145,7441.0,145,101,0.1539083470449416
87,146,7569.2398,146,87,0.13932662088493275
88,146,7576.5439,146,88,0.1384960956810154
89,146,7573.5051,146,89,0.13884162764110142
90,146,7576.9688,146,90,0.13844778169857486
91,146,7570.3847,146,91,0.13919643806898496
92,146,7570.1262,146,92,0.1392258312543483
93,146,7560.568,146,93,0.14031266276049992
94,146,7556.0433,146,94,0.14082715152573655
95,146,7543.2795,146,95,0.14227848127173692
96,146,7534.504,146,96,0.14327631453346334
97,146,7517.5021,146,97,0.14520954470069591
98,146,7505.1373,146,98,0.1466155054681274
99,146,7485.0,146,99,0.14890525166394142
100,146,7467.9608,146,100,0.15084272309157642
101,146,7444.0,146,101,0.15356722690532798
102,146,7424.0,146,102,0.15584136116941905
88,147,7561.0,147,88,0.14026354146039566
89,147,7559.2423,147,89,0.14046340375019528
90,147,7563.4433,147,90,0.13998572184802294
91,147,7558.3449,147,91,0.14056544415462502
92,147,7558.5624,147,92,0.1405407129445031
93,147,7550.1743,147,93,0.14149449622553412
94,147,7546.4395,147,94,0.14191916805801041
95,147,7534.9917,147,95,0.14322085976943355
96,147,7526.9261,147,96,0.14413797263545614
97,147,7511.4759,147,97,0.14589476409580904
98,147,7499.6644,147,98,0.1472378109388247
99,147,7480.7849,147,99,0.14938453683077002
100,147,7464.0,147,100,0.15129309264123703
101,147,7442.0,147,101,0.15379464033173706
102,147,7422.0,147,102,0.15606877459582813
89,148,7550.0,148,89,0.14151431530564562
90,148,7555.0,148,90,0.1409457817396229
91,148,7550.0,148,91,0.14151431530564562
92,148,7551.7705,148,92,0.1413129975699171
93,148,7544.0426,148,93,0.14219171167889044
94,148,7541.3284,148,94,0.1425003344398702
95,148,7530.1742,148,95,0.14376864186029636
96,148,7523.9527,148,96,0.1444760681764986
97,148,7509.2714,148,97,0.14614543054506857
98,148,7499.122,148,98,0.14729948546006677
99,148,7480.1005,148,99,0.14946235770528715
100,148,7465.9451,148,100,0.1510719217133828
101,148,7444.0169,148,101,0.15356530526187484
102,148,7426.0,148,102,0.15561394774300985
103,148,7400.0,148,103,0.15857032228632817
90,149,7540.0,149,90,0.14265138243769115
91,149,7537.0,149,91,0.14299250257730478
92,149,7539.0,149,92,0.1427650891508957
93,149,7533.4042,149,93,0.1434013691766458
94,149,7531.0087,149,94,0.14367375360812717
95,149,7521.3095,149,95,0.14477661776084083
96,149,7515.7677,149,96,0.14540675762407773
97,149,7502.8035,149,97,0.1468808741954042
98,149,7493.2638,149,98,0.14796560212736176
99,149,7476.0,149,99,0.1499286120827824
100,149,7461.8649,149,100,0.15153586784460005
101,149,7441.6533,149,101,0.15383406244920517
102,149,7423.0,149,102,0.1559550678826236
103,149,7400.0,149,103,0.15857032228632817
104,149,7380.0,149,104,0.16084445655041923
91,150,7528.0,150,91,0.14401586299614577
92,150,7532.0,150,92,0.1435610361433276
93,150,7526.0,150,93,0.14424327642255486
94,150,7524.8154,150,94,0.1443779733950169
95,150,7515.3043,150,95,0.14545944931497679
96,150,7511.4716,150,96,0.14589525303467588
97,150,7498.9408,150,97,0.1473200891164994
98,150,7491.044,150,98,0.14821800828933318
99,150,7474.0,150,99,0.1501560255091915
100,150,7462.0905,150,100,0.15151021561010103
101,150,7441.9005,150,101,0.153805954149701
102,150,7425.7992,150,102,0.15563678005102133
103,150,7402.918,150,103,0.15823852609719735
104,150,7384.0,150,104,0.16038962969760107
105,150,7359.0,150,105,0.16323229752771473
92,151,7518.0,151,92,0.1451529301281913
93,151,7514.0,151,93,0.14560775698100947
94,151,7513.2822,151,94,0.1456893756597477
95,151,7505.0,151,95,0.14663111739985046
96,151,7501.9318,151,96,0.14697999233730463
97,151,7490.5975,151,97,0.14826877833677898
98,151,7483.3954,151,98,0.1490877054559494
99,151,7469.0,151,99,0.1507245590752142
100,151,7457.0013,151,100,0.15208889181494167
101,151,7438.4444,151,101,0.15419893592120715
102,151,7422.4719,151,102,0.15601511639786692
103,151,7401.1306,151,103,0.15844176547637912
104,151,7382.0,151,104,0.16061704312401015
105,151,7359.0,151,105,0.16323229752771473
93,152,7506.0,152,93,0.14651741068664592
94,152,7506.5401,152,94,0.14645599769084405
95,152,7499.0,152,95,0.14731335767907772
96,152,7496.7291,152,96,0.14757157425409395
97,152,7486.041,152,97,0.14878688297549547
98,152,7479.9567,152,98,0.14947870873064595
99,152,7465.8842,152,99,0.15107884645221692
100,152,7456.0351,152,100,0.15219875524123994
101,152,7438.0,152,101,0.15424946718455534
102,152,7423.5909,152,102,0.155887878585791
103,152,7402.5767,152,103,0.15827733419841405
104,152,7385.4349,152,104,0.16022647193482376
105,152,7361.9767,152,105,0.1628938267545188
106,152,7342.0,152,106,0.16516531165219217
94,153,7493.0,153,94,0.14799559795830508
95,153,7487.0,153,95,0.14867783823753233
96,153,7485.551,153,96,0.14884259926496568
97,153,7475.9594,153,97,0.14993322857533853
98,153,7470.5014,153,98,0.1505538398160089
99,153,7457.2428,153,99,0.15206143164370278
100,153,7448.4712,153,100,0.15305882144924787
101,153,7432.0,153,101,0.1549317074637826
102,153,7417.9403,153,102,0.15653038973942457
103,153,7398.1605,153,103,0.15877948578526802
104,153,7381.7053,153,104,0.16065055249239157
105,153,7359.4803,153,105,0.16317768419336265
106,153,7340.0,153,106,0.16539272507860125
107,153,7314.0,153,107,0.16834909962191957
95,154,7479.0,154,95,0.14958749194316878
96,154,7478.9385,154,96,0.14959448490603078
97,154,7469.2637,154,97,0.15069457461494218
98,154,7465.3474,154,98,0.15113988421586522
99,154,7452.8879,154,99,0.15255661300903733
100,154,7444.7936,154,100,0.1534769892577289
101,154,7428.7333,154,101,0.15530315318380794
102,154,7416.5429,154,102,0.15668928350045663
103,154,7397.0,154,103,0.1589114424259419
104,154,7382.5257,154,104,0.16055726750487842
105,154,7360.3626,154,105,0.16307736076030221
106,154,7342.5632,154,106,0.16510127203131542
107,154,7317.3313,154,107,0.16797030844822125
96,155,7466.7233,155,96,0.15098343514916712
97,155,7459.0,155,97,0.15186162620725974
98,155,7454.8297,155,98,0.15233581731333667
99,155,7443.5759,155,99,0.15361544992239806
100,155,7435.886,155,100,0.15448984317626968
101,155,7421.0,155,101,0.15618248130903267
102,155,7409.6587,155,102,0.15747206325549945
103,155,7392.0,155,103,0.15947997599196462
104,155,7377.0,155,104,0.16118557669003286
105,155,7357.0,155,105,0.16345971095412382
106,155,7339.771,155,106,0.16541876391592514
107,155,7315.7331,155,107,0.16815203451726468
108,155,7295.0,155,108,0.17050952717280599
96,156,7460.0,156,96,0.1517479194940552
97,156,7451.0,156,97,0.15277127991289619
98,156,7449.2259,156,98,0.15297300699279226
99,156,7437.8216,156,99,0.154269752462191
100,156,7431.7888,156,100,0.15495572232161137
101,156,7417.5845,156,101,0.15657084658798281
102,156,7407.0,156,102,0.15777437529389637
103,156,7390.0,156,103,0.1597073894183737
104,156,7377.0,156,104,0.16118557669003286
105,156,7357.0,156,105,0.16345971095412382
106,156,7341.1736,156,106,0.16525927887998437
107,156,7318.0,156,107,0.1678942727691013
108,156,7298.3762,156,108,0.17012563056768482
109,156,7272.0,156,109,0.17312478157651068
97,157,7440.0,157,97,0.15402205375814615
98,157,7438.0,157,98,0.15424946718455534
99,157,7428.0,157,99,0.15538653431660077
100,157,7422.1942,157,100,0.1560466927521238
101,157,7409.6615,157,101,0.15747174487670246
102,157,7399.9714,157,102,0.15857357429832586
103,157,7383.0,157,103,0.1605033364108056
104,157,7371.3858,157,104,0.16182394891930585
105,157,7352.0,157,105,0.16402824452014664
106,157,7337.0,157,106,0.16573384521821488
107,157,7315.0,157,107,0.16823539290871503
108,157,7296.2474,157,108,0.17036768941875458
109,157,7270.7598,157,109,0.17326580064222696
110,157,7248.0,157,110,0.1758537426934198
98,158,7432.0,158,98,0.1549317074637826
99,158,7422.0,158,99,0.15606877459582813
100,158,7418.0,158,100,0.1565236014486463
101,158,7405.0,158,101,0.15800178872030546
102,158,7397.0,158,102,0.1589114424259419
103,158,7381.0,158,103,0.1607307498372147
104,158,7370.0,158,104,0.16198152368246477
105,158,7352.0,158,105,0.16402824452014664
106,158,7338.0,158,106,0.16562013850501034
107,158,7316.0,158,107,0.16812168619551038
108,158,7298.2611,158,108,0.17013871821037463
109,158,7273.0,158,109,0.17301107486330614
110,158,7252.0,158,110,0.17539891584060163
99,159,7412.0,159,99,0.15720584172787355
100,159,7407.0,159,100,0.15777437529389637
101,159,7396.0,159,101,0.15902514913914645
102,159,7388.0,159,102,0.1599348028447828
103,159,7374.0,159,103,0.1615266968296465
104,159,7364.0,159,104,0.16266376396169202
105,159,7346.0,159,105,0.1647104847993739
106,159,7333.0,159,106,0.16618867207103305
107,159,7313.0,159,107,0.16846280633512412
108,159,7295.0,159,108,0.17050952717280599
109,159,7271.0,159,109,0.17323848828971522
110,159,7250.1551,159,110,0.17560869335579277
100,160,7402.0,160,100,0.15834290885991908
101,160,7391.0,160,101,0.15959368270516916
102,160,7385.0,160,102,0.1602759229843964
103,160,7371.0,160,103,0.16186781696926011
104,160,7361.0,160,104,0.16300488410130565
105,160,7345.0,160,105,0.16482419151257843
106,160,7332.0,160,106,0.1663023787842376
107,160,7313.0,160,107,0.16846280633512412
108,160,7297.0,160,108,0.1702821137463969
109,160,7274.0,160,109,0.1728973681501016
110,160,7253.7634,160,110,0.17519840542253673
101,161,7382.0,161,101,0.16061704312401015
102,161,7376.0,161,102,0.1612992834032374
103,161,7363.0,161,103,0.16277747067489656
104,161,7354.0,161,104,0.16380083109373755
105,161,7339.0,161,105,0.1655064317918058
106,161,7327.0,161,106,0.16687091235026041
107,161,7309.0,161,107,0.16891763318794228
108,161,7294.0,161,108,0.17062323388601053
109,161,7271.0,161,109,0.17323848828971522
110,161,7252.0,161,110,0.17539891584060163
111,161,7227.0,161,111,0.1782415836707154
102,162,7371.0,162,102,0.16186781696926011
103,162,7359.0,162,103,0.16323229752771473
104,162,7351.0,162,104,0.16414195123335118
105,162,7337.0,162,105,0.16573384521821488
106,162,7326.0,162,106,0.16698461906346496
107,162,7309.0,162,107,0.16891763318794228
108,162,7295.0,162,108,0.17050952717280599
109,162,7273.0,162,109,0.17301107486330614
110,162,7255.0,162,110,0.175057795700988
111,162,7230.0,162,111,0.17790046353110178
103,163,7349.0,163,103,0.16436936465976026
104,163,7342.0,163,104,0.16516531165219217
105,163,7328.0,163,105,0.16675720563705587
106,163,7318.0,163,106,0.1678942727691013
107,163,7301.0,163,107,0.16982728689357873
108,163,7288.0,163,108,0.1713054741652379
109,163,7267.0,163,109,0.1736933151425334
110,163,7250.0,163,110,0.17562632926701072
111,163,7227.0,163,111,0.1782415836707154
104,164,7337.0,164,104,0.16573384521821488
105,164,7323.0,164,105,0.16732573920307858
106,164,7314.0,164,106,0.16834909962191957
107,164,7298.0,164,107,0.17016840703319236
108,164,7286.0,164,108,0.17153288759164698
109,164,7265.0,164,109,0.17392072856894247
110,164,7249.0,164,110,0.17574003598021526
111,164,7227.0,164,111,0.1782415836707154
112,164,7209.0,164,112,0.18028830450839728
105,165,7314.0,165,105,0.16834909962191957
106,165,7305.0,165,106,0.16937246004076045
107,165,7290.0,165,107,0.1710780607388287
108,165,7279.0,165,108,0.17232883458407877
109,165,7259.0,165,109,0.17460296884816984
110,165,7243.0,165,110,0.17642227625944262
111,165,7223.0,165,111,0.17869641052353358
112,165,7205.0,165,112,0.18074313136121556
113,165,7181.0,165,113,0.18347209247812468
106,166,7301.0,166,106,0.16982728689357873
107,166,7286.0,166,107,0.17153288759164698
108,166,7276.0,166,108,0.1726699547236924
109,166,7257.0,166,109,0.17483038227457892
110,166,7243.0,166,110,0.17642227625944262
111,166,7222.0,166,111,0.17881011723673812
112,166,7206.0,166,112,0.1806294246480109
113,166,7183.0,166,113,0.1832446790517156
106,167,7292.0,167,106,0.1708506473124196
107,167,7278.0,167,107,0.1724425412972833
108,167,7268.0,167,108,0.17357960842932885
109,167,7250.0,167,109,0.17562632926701072
110,167,7237.0,167,110,0.17710451653866988
111,167,7218.0,167,111,0.1792649440895564
112,167,7202.0,167,112,0.18108425150082919
113,167,7180.0,167,113,0.18358579919132922
107,168,7273.0,168,107,0.17301107486330614
108,168,7265.0,168,108,0.17392072856894247
109,168,7247.0,168,109,0.17596744940662434
110,168,7236.0,168,110,0.17721822325187442
111,168,7216.0,168,111,0.17949235751596548
112,168,7202.0,168,112,0.18108425150082919
113,168,7181.0,168,113,0.18347209247812468
107,169,7265.0,169,107,0.17392072856894247
108,169,7256.0,169,108,0.17494408898778346
109,169,7240.0,169,109,0.17676339639905625
110,169,7229.0,169,110,0.17801417024430632
111,169,7212.0,169,111,0.17994718436878365
112,169,7197.0,169,112,0.1816527850668519
113,169,7177.0,169,113,0.18392691933094296
107,170,7260.0,170,107,0.1744892621349653
108,170,7252.0,170,108,0.17539891584060163
109,170,7237.0,170,109,0.17710451653866988
110,170,7227.0,170,110,0.1782415836707154
111,170,7209.0,170,111,0.18028830450839728
112,170,7197.0,170,112,0.1816527850668519
113,170,7177.0,170,113,0.18392691933094296
114,170,7163.0,170,114,0.18551881331580666
107,171,7251.0,171,107,0.17551262255380617
108,171,7243.0,171,108,0.17642227625944262
109,171,7229.0,171,109,0.17801417024430632
110,171,7220.0,171,110,0.1790375306631472
111,171,7204.0,171,111,0.1808568380744201
112,171,7192.0,171,112,0.1822213186328746
113,171,7173.0,171,113,0.18438174618376113
114,171,7159.0,171,114,0.18597364016862483
108,172,7239.0,172,108,0.1768771031122608
109,172,7225.0,172,109,0.1784689970971245
110,172,7217.0,172,110,0.17937865080276094
111,172,7201.0,172,111,0.18119795821403373
112,172,7191.0,172,112,0.18233502534607926
113,172,7172.0,172,113,0.18449545289696567
114,172,7159.0,172,114,0.18597364016862483
115,172,7139.0,172,115,0.1882477744327158
109,173,7218.0,173,109,0.1792649440895564
110,173,7210.0,173,110,0.18017459779519274
111,173,7195.0,173,111,0.18188019849326098
112,173,7185.0,173,112,0.1830172656253065
113,173,7168.0,173,113,0.18495027974978384
114,173,7155.0,173,114,0.186428467021443
115,173,7135.0,173,115,0.18870260128553407
116,173,7119.0,173,116,0.19052190869680685
110,174,7207.0,174,110,0.18051571793480636
111,174,7192.0,174,111,0.1822213186328746
112,174,7183.0,174,112,0.1832446790517156
113,174,7166.0,174,113,0.18517769317619293
114,174,7154.0,174,114,0.18654217373464754
115,174,7135.0,174,115,0.18870260128553407
116,174,7120.0,174,116,0.1904082019836023
117,174,7098.0,174,117,0.19290974967410235
111,175,7185.0,175,111,0.1830172656253065
112,175,7176.0,175,112,0.1840406260441475
113,175,7160.0,175,113,0.1858599334554203
114,175,7149.0,175,114,0.18711070730067036
115,175,7131.0,175,115,0.18915742813835223
116,175,7116.0,175,116,0.19086302883642048
117,175,7095.0,175,117,0.1932508698137161
118,175,7078.0,175,118,0.19518388393819341
112,176,7174.0,176,112,0.1842680394705566
113,176,7158.0,176,113,0.18608734688182937
114,176,7147.0,176,114,0.18733812072707945
115,176,7129.0,176,115,0.18938484156476132
116,176,7116.0,176,116,0.19086302883642048
117,176,7095.0,176,117,0.1932508698137161
118,176,7079.0,176,118,0.19507017722498887
113,177,7152.0,177,113,0.18676958716105663
114,177,7141.0,177,114,0.1880203610063067
115,177,7124.0,177,115,0.18995337513078403
116,177,7111.0,177,116,0.1914315624024432
0,1,0.0,1,0,1.0
118,177,7076.0,177,118,0.1954112973646025
